cityKey,listingCount,medianListingPrice,meanListingPrice,medianPricePerSqFt,medianEstimatedMonthlyPayment,medianHouseholdIncome,population,estimatedCapRate,environmentalRiskComposite,livabilityComposite,priceToIncomeRatio,monthlyAffordabilityIndexTown,town
medford,61,935000.0,966752.3770491803,510.4521147301896,5919.0,118089.0,59062.0,8.225444071051369,3.4,63.666666666666664,7.91775694603223,1.6625696908261531,Medford
medway,10,799000.0,873169.6,289.16597067557535,4992.0,174357.0,13251.0,8.247389737171465,3.2,17.5,4.582551890661115,2.9106069711538463,Medway
melrose,12,1014500.0,1023941.5833333334,426.9904602933641,6252.0,126854.0,29488.0,8.218630984937946,3.4,49.5,7.997382818042789,1.6908455960759223,Melrose
mendon,8,752400.0,655437.375,275.2006858120351,4826.5,129837.0,6266.0,8.467104176123039,3.2,12.0,5.7949582938607636,2.2417383196933596,Mendon
merrimac,3,700000.0,916662.0,311.1111111111111,4356.0,116477.0,6707.0,8.21417142857143,3.5,22.0,6.0097701692179575,2.2282866544230178,Merrimac
methuen,23,659900.0,682329.6521739131,334.63186599142966,4107.0,103270.0,53043.0,8.215292153589317,3.2,34.5,6.390045511765275,2.095406217027839,Methuen Town
middleborough,23,589000.0,703256.5217391305,335.50945698596706,3719.0,91914.0,24360.0,8.335615954818214,3.4,13.25,6.408164153447788,2.0595590212422694,Middleborough
middleton,12,937000.0,1191908.25,379.8213946418393,5831.5,171458.0,9727.0,8.214828297867939,3.2,15.5,5.46489519299187,2.4501700534453685,Middleton
milford,26,589950.0,583957.6538461539,307.1601697153342,3784.5,92726.0,30304.0,8.468199011552706,3.0,27.0,6.362293207945991,2.041793279605408,Milford
millbury,11,549900.0,545118.1818181818,280.8779761904762,3528.0,116000.0,13899.0,8.4678,2.8,25.5,4.74051724137931,2.7399848828420255,Millbury
millis,19,975000.0,1022478.8947368421,362.67682263329704,6330.0,149021.0,8699.0,8.24687302590019,3.4,19.5,6.542702035283618,1.9618351764086361,Millis
millville,3,199000.0,299333.3333333333,250.87022311651998,2326.0,115789.0,3156.0,8.55678391959799,3.1,11.5,1.71864339445025,4.14835912869017,Millville
milton,34,925000.0,1724364.705882353,516.3022029276693,5779.5,178053.0,28481.0,8.247259779816332,3.4,36.333333333333336,5.1950823631166,2.567306860455057,Milton
monroe,4,182000.0,286000.0,67.6470588235294,1505.0,64375.0,115.0,8.637391304347826,2.2,3.75,2.8271844660194176,3.5645071982281284,Monroe
monson,25,415900.0,433199.96,205.6989901989902,2965.0,84067.0,8126.0,8.699862068965517,3.2,9.0,4.947244459776131,2.362759977515458,Monson
montague,5,449000.0,457900.0,193.13724246958668,2724.0,72344.0,8501.0,8.622742602608973,2.6,9.5,6.206458033838328,2.213166911404797,Montague
monterey,6,844000.0,905498.1666666666,368.473062248996,5496.0,131111.0,1030.0,8.544949152542374,2.4,2.75,6.437293590926772,1.9879761038330905,Monterey
montgomery,1,160000.0,160000.0,160.16016016016016,1097.0,125000.0,873.0,9.050250000000002,2.6,1.5,1.28,9.495594044363415,Montgomery
mount washington,1,584900.0,584900.0,413.06497175141243,3787.0,127813.0,191.0,8.546486578902377,2.4,0.5,4.576216816755729,2.8125385089340726,Mount Washington
nahant,12,1222499.5,1937324.9166666667,528.2021151586368,7509.0,111004.0,3328.0,8.20128,3.6,21.0,11.01311214010306,1.2318994983797222,Nahant
nantucket,126,3985000.0,4647305.555555556,1643.237228788203,22223.0,119750.0,14299.0,7.342798526530014,3.0,26.5,33.2776617954071,0.4490467833625823,Nantucket
natick,42,1080000.0,1345147.5952380951,462.0086477987421,6898.0,134591.0,36627.0,8.223874756995581,3.0,36.0,8.024310689422027,1.6259664637092877,Natick
needham,52,2370000.0,2252013.4615384615,514.8809523809524,14783.0,212241.0,32059.0,8.233948198143075,3.2,26.0,11.166551231854354,1.1964249475749171,Needham
new bedford,36,467000.0,490463.72222222225,287.6797487902102,2914.0,56025.0,100731.0,8.236611091234346,3.6,38.0,8.335564480142793,1.6021791352093342,New Bedford
new marlborough,8,1522500.0,1874125.0,473.9818148250715,9818.0,94038.0,1675.0,8.544237060081665,2.4,10.25,16.190263510495758,0.7981768180892239,New Marlborough
new salem,1,495000.0,495000.0,189.22018348623854,3233.0,78611.0,1058.0,8.621333333333334,2.2,2.5,6.296828688097086,2.0262655943911745,New Salem
newbury,13,1275000.0,1464000.0,891.6666666666666,7888.0,176196.0,6729.0,8.200821484992101,3.9,18.5,7.2362596199686715,1.8614350912778905,Newbury
newburyport,37,975000.0,1161555.5405405406,548.2743479513158,6068.0,144259.0,18444.0,8.215138461538462,3.2,55.5,6.75867710160198,1.9811442540101079,Newburyport
newton,218,1861500.0,2145097.5366972475,580.0923327676167,11750.0,184989.0,88504.0,8.212074985623921,3.2,48.333333333333336,10.062760488461477,1.3119787234042553,Newton
norfolk,12,662500.0,1022975.0,407.47947777486684,4417.0,197379.0,11556.0,8.246400000000001,3.2,12.0,3.3564867589763856,3.723851030110935,Norfolk
north adams,53,245000.0,311539.5283018868,133.56753545087443,1811.0,48521.0,12660.0,8.635662650602411,2.4,42.0,5.049360070897137,2.2326983250506167,North Adams
north andover,33,750000.0,892893.8787878788,351.0686121927089,4667.0,134319.0,31024.0,8.215206651403783,3.2,31.0,5.583722332655841,2.3983822584101135,North Andover
north attleboro,12,514900.0,548675.0,311.3621691413815,3296.0,109426.0,30842.0,8.238138709127,3.0,37.5,4.70546305265659,2.7666363268608416,North Attleborough Town
north brookfield,6,387450.0,444950.0,244.88124488124487,2486.0,81010.0,4739.0,8.468410263789917,2.8,17.75,4.782742871250463,2.715540359345669,North Brookfield
north reading,9,899000.0,1209411.111111111,393.1111111111111,5603.0,150820.0,15634.0,8.226278284785598,3.4,13.5,5.960747911417584,2.2431435540484266,North Reading
northborough,19,1050000.0,1181210.5263157894,330.88054942359577,6735.0,174358.0,15694.0,8.466180882983283,2.8,20.0,6.022092476399133,2.1573620390992327,Northborough
northbridge,9,589900.0,560177.6666666666,277.82462057335584,3889.5,103355.0,16358.0,8.46842513284578,3.2,23.0,5.707512940834986,2.214402022539315,Northbridge
northfield,4,347450.0,364475.0,211.53846153846155,2272.0,102470.0,2875.0,8.631934773091029,2.5,7.0,3.3907485117595395,3.7584360328638495,Northfield
norton,8,662450.0,718550.0,320.3190203190203,4133.5,127404.0,19155.0,8.236428881537748,3.4,19.5,5.199601268406015,2.568525462682956,Norton
norwell,11,1129000.0,1472363.6363636365,362.5290023201856,6981.0,182637.0,11309.0,8.333952,3.6,17.5,6.181660890181069,2.180167597765363,Norwell
norwood,17,895000.0,919682.3529411765,385.6060606060606,5592.0,97110.0,31380.0,8.247630769230769,3.2,50.5,9.216352589846565,1.447156652360515,Norwood
oak bluffs,2,749000.0,749000.0,897.7125649864253,4426.0,117927.0,5370.0,7.787162446515605,3.825,53.25,6.3513868749311015,2.2203456845910527,Oak Bluffs
oakham,1,825000.0,825000.0,310.73446327683615,5293.0,96207.0,1623.0,8.468800000000002,2.6,10.5,8.575259596495057,1.514689212167013,Oakham
orange,20,299450.0,334370.0,220.58823529411765,1958.0,54105.0,7583.0,8.622529832935562,2.2,18.5,5.5346086313649385,2.302732379979571,Orange
orleans,25,1975000.0,2768086.48,826.4941219917523,11677.0,98798.0,6342.0,7.8048,3.4,18.0,19.990283204113442,0.7050755045531101,Orleans
otis,36,522000.0,574119.4444444445,312.3739368165249,3592.0,104089.0,1678.0,8.544844221105528,2.4,7.0,5.014939138621757,2.4148338901262068,Otis
oxford,15,437000.0,477212.5333333333,264.936435112564,2951.0,104000.0,13349.0,8.468714524207014,3.0,17.0,4.201923076923077,2.936857562408223,Oxford
palmer,24,343500.0,333641.625,217.22365038560412,2331.5,78789.0,12372.0,8.699816823333801,3.2,13.25,4.359745649773446,2.8161055114733005,Palmer Town
paxton,6,529950.0,574799.8333333334,238.2412999422107,3399.5,133750.0,4996.0,8.46694583942115,2.9,12.5,3.9622429906542056,3.278668431632103,Paxton
peabody,37,630000.0,614467.1351351351,379.72836538461536,4046.0,95278.0,54180.0,8.215836177474404,3.2,37.0,6.612229475849619,1.9623908386884166,Peabody
pembroke,18,639950.0,816305.5555555555,340.67063277447267,4041.5,141332.0,18335.0,8.336307692307694,3.5,15.5,4.527990830102171,2.914182028124871,Pembroke
pepperell,9,555000.0,558944.4444444445,279.00244157656084,3458.0,126976.0,11656.0,8.226310517529216,3.1,14.0,4.370904737903226,3.059957586273376,Pepperell
peru,6,375000.0,469800.0,333.2375583771162,2427.0,83125.0,631.0,8.54428252550937,1.9,8.25,4.511278195488722,2.854175250652383,Peru
petersham,3,425000.0,448966.6666666667,373.1211317418214,2727.0,107656.0,1173.0,8.469741176470588,2.3,8.0,3.9477595303559485,3.289817870675957,Petersham
phillipston,3,269900.0,381633.3333333333,281.1458333333333,1732.0,92027.0,1915.0,8.467008000000002,2.2,9.0,2.932834928879568,4.4277809853733645,Phillipston
pittsfield,147,329900.0,471474.0680272109,206.1875,2150.0,68386.0,43559.0,8.545517428839418,2.2,26.0,4.824086801392098,2.6506201550387596,Pittsfield
plainville,9,520000.0,552633.2222222222,325.2367229312474,3248.0,95625.0,9872.0,8.247432762836187,3.0,28.0,5.437908496732026,2.453432881773399,Plainville
plymouth,251,825000.0,893411.0956175299,368.36935166994107,5408.0,111975.0,62656.0,8.645478489903425,3.6,9.5,7.367716008037508,1.7254530325443787,Plymouth
plympton,7,950000.0,1085285.7142857143,340.6940063091483,6000.0,119750.0,2934.0,8.336437718277066,3.8,17.5,7.933194154488517,1.6631944444444444,Plympton
princeton,4,642450.0,599925.0,285.30423081945673,4121.0,150577.0,3500.0,8.467748262341907,2.7,9.75,4.26658785870352,3.044912238129904,Princeton
provincetown,40,1585000.0,2259162.475,1566.1722350230416,9597.0,104500.0,3681.0,8.062080000000002,4.25,75.25,15.167464114832535,0.907401618561356,Provincetown
quincy,105,729900.0,954976.0285714286,489.69072164948454,4946.0,95711.0,101361.0,8.249381172646581,3.4,46.0,7.626082686420578,1.6125994069281575,Quincy
randolph,29,535000.0,557365.4827586206,365.990990990991,3500.0,103129.0,34683.0,8.248222803508233,3.0,36.666666666666664,5.187677568870056,2.455452380952381,Randolph Town
raynham,11,675000.0,644626.7272727273,243.56360424028267,4212.0,117950.0,15273.0,8.236891191709846,3.0,16.0,5.722763883001272,2.333610319721431,Raynham
reading,17,669000.0,811770.5294117647,480.3373118506172,4169.0,163725.0,25448.0,8.225880904754579,3.2,44.5,4.086120018323408,3.2726673063084672,Reading
rehoboth,10,619450.0,603440.0,267.4070716228468,3865.5,126161.0,12809.0,8.236856190775253,3.4,13.75,4.90999595754631,2.7198077005993184,Rehoboth
revere,66,686500.0,679394.0757575758,435.4497046769527,4313.0,81121.0,59933.0,7.853005217012985,3.7,55.833333333333336,8.462666880339246,1.5673738310534044,Revere
richmond,9,689000.0,827322.2222222222,274.30724133532544,4460.0,96923.0,1392.0,8.543506215173597,2.6,10.0,7.108735800583969,1.8109678624813155,Richmond
rochester,11,699000.0,837354.5454545454,319.17808219178085,4415.0,119239.0,5770.0,8.336,3.6,16.0,5.862175965917191,2.250641751604379,Rochester
rockland,18,499450.0,495016.5,337.6867381622128,3419.0,101475.0,17709.0,8.366862884899621,3.2,29.75,4.9219019462921905,2.473310909622697,Rockland
rockport,17,1275000.0,1773117.6470588236,686.0902255639098,7888.0,93227.0,6977.0,8.201082352941176,3.6,20.0,13.676295493794717,0.9849032285327924,Rockport
rowe,5,385000.0,299800.0,343.06309703368527,2580.0,87917.0,469.0,8.621772151898734,2.0,6.5,4.379130316093589,2.8396963824289405,Rowe
rowley,10,674750.0,790641.8,415.2079309171206,6454.5,117177.0,6214.0,8.221275369139363,3.2,17.75,5.758382617749217,1.5128592454876444,Rowley
royalston,1,179900.0,179900.0,159.48581560283688,1202.0,101705.0,1500.0,8.819566425792107,3.6,10.5,1.7688412565753897,7.051095396561286,Royalston
russell,4,639500.0,515875.0,193.17951318458418,3948.0,105833.0,1264.0,8.698411764705885,2.2,1.75,6.042538716657376,2.233894799054373,Russell
rutland,13,599900.0,555176.8461538461,262.5762195121951,3848.0,155504.0,9202.0,8.467924528301888,2.7,11.5,3.8577785780430087,3.3676368676368673,Rutland
salem,68,599000.0,672955.8676470588,427.59247597199106,4007.5,85137.0,44241.0,8.858168074688209,3.8,59.0,7.03571890012568,1.7703680598877105,Salem
salisbury,25,695000.0,872343.96,497.8302947052947,4506.0,102521.0,9217.0,8.215954629061926,4.2,28.5,6.779098916319583,1.8960090250036987,Salisbury
sandisfield,14,537000.0,871735.6428571428,319.7967080631906,3723.0,88250.0,888.0,8.544288577154308,2.4,4.5,6.084985835694051,1.9753335124003941,Sandisfield
sandwich,65,699900.0,928986.0769230769,447.8046594982079,4145.0,118799.0,20422.0,7.818687430478309,3.6,20.0,5.891463732859704,2.388399678327302,Sandwich
saugus,27,799900.0,801622.1481481482,361.8099547511312,4911.0,100819.0,28599.0,8.21445185891325,3.6,37.333333333333336,7.934020373143951,1.710768343175185,Saugus
savoy,6,291499.5,335483.1666666667,306.12142857142857,2346.5,55000.0,733.0,8.544923075303066,2.2,7.0,5.299990909090909,1.9532637261169117,Savoy
scituate,59,1275000.0,1576839.8983050848,580.6840077071291,8165.0,131861.0,19145.0,8.322138680033417,3.4,19.5,9.669272946511857,1.3457950602163706,Scituate
seekonk,13,724900.0,795115.3076923077,319.05642923219244,4523.0,116310.0,15573.0,8.236126413453174,3.0,17.0,6.232482159745508,2.1429361043555164,Seekonk
sharon,19,775000.0,951594.6842105263,378.5949506037322,4842.0,183724.0,18478.0,8.247163619315518,3.2,21.75,4.2182839476606215,3.1619854054798293,Sharon
sheffield,26,895000.0,1183880.7692307692,317.0182288136359,5794.0,83889.0,3328.0,8.544625500383273,2.6,13.25,10.668860041244978,1.2065498791853642,Sheffield
shelburne,7,329000.0,379628.5714285714,180.68672423097678,2549.0,79676.0,1476.0,8.668934106345455,2.5,32.5,4.129223354586074,2.604812344710344,Shelburne
sherborn,7,1450000.0,1647142.857142857,455.75896262395116,7800.0,247500.0,4404.0,8.205241379310344,3.2,15.0,5.858585858585859,2.644230769230769,Sherborn
shirley,7,520000.0,506828.5714285714,298.85714285714283,3240.0,121875.0,7017.0,8.225656414103526,3.0,15.5,4.266666666666667,3.134645061728395,Shirley
shrewsbury,23,749900.0,850277.695652174,324.1179512084128,4811.0,136225.0,38440.0,8.467631486057185,2.8,24.0,5.504863277665627,2.359609921707199,Shrewsbury
shutesbury,5,380000.0,556780.0,334.2128408091469,2724.0,108021.0,1867.0,8.621684210526317,2.1,14.0,3.5178344951444624,3.304607195301028,Shutesbury
somerset,8,534950.0,525599.875,356.9365553095215,3338.0,111720.0,18246.0,8.236523362705405,3.4,46.0,4.7883100608664515,2.7890952666267226,Somerset
somerville,108,1167500.0,1218926.7962962964,640.5677655677656,7343.5,127056.0,80549.0,8.365477644097286,3.4,86.16666666666666,9.188861604331947,1.4418192959760332,Somerville
southborough,7,910000.0,1683371.4285714286,389.48247078464107,5837.0,192006.0,10441.0,8.466857142857144,2.8,14.0,4.739435225982521,2.7412198046941922,Southborough
southbridge,15,399900.0,438140.0,192.73127753303964,2565.0,59397.0,17806.0,8.468173634726945,2.6,32.5,6.732663265821506,1.9297270955165693,Southbridge Town
southfield,5,990000.0,1183400.0,350.0,6409.0,,,8.54360902255639,2.5999999999999996,7.5,,,Southfield
southwick,19,349900.0,428036.84210526315,301.06347669957427,3034.0,108833.0,9222.0,8.699373116875597,2.8,14.5,3.2150175038820947,2.98926060206548,Southwick
spencer,14,589900.0,701728.5,278.31072585514016,3785.0,79086.0,11961.0,8.46743167042738,2.6,11.25,7.458968717598563,1.7412153236459709,Spencer
springfield,223,315900.0,346665.18834080716,182.3607427055703,2119.0,51339.0,154751.0,8.69993103448276,2.8,54.0,6.153216852685093,2.0189948088721095,Springfield
sterling,9,550000.0,816844.4444444445,308.03351404632826,3528.0,136027.0,8111.0,8.46721280243856,2.8,10.0,4.043314930124167,3.2130338246409678,Sterling
stockbridge,15,1100000.0,1124526.6666666667,379.35467288913054,6977.0,131667.0,1885.0,8.543257731958763,2.4,15.0,8.354409229343723,1.572631503511538,Stockbridge
stoneham,18,782450.0,829966.6111111111,418.6674949526324,4925.5,112635.0,22986.0,8.226397867182737,3.2,38.33333333333333,6.946774981133751,1.9056440970459851,Stoneham
stoughton,31,579900.0,584303.1935483871,344.96119331742244,3624.0,104164.0,29074.0,8.248126068751526,3.0,45.75,5.5671825198725085,2.395235467255335,Stoughton
stow,3,989000.0,914333.3333333334,377.22222222222223,6163.0,177862.0,7109.0,8.223269513991164,3.2,14.5,5.5604907175225735,2.404970523013684,Stow
sturbridge,13,549900.0,730976.0,237.33597046413502,3528.0,129606.0,9889.0,8.46804221137187,2.6,9.0,4.242859126892274,3.0613662131519273,Sturbridge
sudbury,10,1044900.0,1251180.0,400.55879328934907,6440.0,234634.0,19067.0,8.225197974658036,3.0,18.25,4.453318785853712,3.036154244306418,Sudbury
sunderland,7,465000.0,631400.0,316.3434338133924,3037.0,61442.0,3653.0,8.621161290322581,2.8,13.5,7.568113017154389,1.6859290966963012,Sunderland
sutton,14,774900.0,769321.4285714285,272.2537878787879,4362.0,156215.0,9383.0,8.466926162314408,3.0,10.0,4.960471145536601,2.984391716338071,Sutton
swampscott,23,950000.0,1258865.2173913044,393.4563758389262,5913.0,128964.0,15209.0,8.214472290857747,3.6,50.0,7.366396823919853,1.8175207170640961,Swampscott
swansea,6,662450.0,777966.6666666666,321.4576973517451,4134.0,116627.0,17231.0,8.236017793825503,3.4,18.5,5.68007408233085,2.350971617481051,Swansea
taunton,79,530000.0,523058.16455696203,291.1931818181818,3298.5,79715.0,59719.0,8.237644450108322,3.0,29.0,6.64868594367434,2.013920468900005,Taunton
templeton,2,491200.0,491200.0,263.8693260477409,3151.5,103277.0,8187.0,8.469083463750385,2.2,9.5,4.756141251198234,2.730895340842985,Templeton
tewksbury,10,712000.0,716259.8,322.1958656395507,4437.0,125966.0,31168.0,8.22569205681702,3.4000000000000004,15.5,5.652318879697696,2.3658252573059873,Tewksbury
tolland,9,429000.0,503044.3333333333,266.4939841641285,2839.0,106458.0,475.0,9.219127452848163,2.4,4.5,4.02975821450713,3.124867911236351,Tolland
topsfield,9,1179000.0,1367311.111111111,389.8809523809524,7183.0,176698.0,6535.0,8.200913649025072,3.6,14.0,6.6724014986021345,2.0499559144275836,Topsfield
townsend,6,449900.0,434125.0,236.46929073154018,3078.5,120238.0,9052.0,8.225948207051763,3.0,11.75,3.741745538016268,3.2547777597314713,Townsend
truro,23,1099000.0,1445842.391304348,887.2458410351202,6382.0,94637.0,1675.0,7.819175879396985,4.0,15.0,11.61279415027949,1.2357280894181553,Truro
tyngsborough,5,349900.0,911760.0,303.33953822885485,3251.0,144375.0,12424.0,9.038712344221423,2.9,12.0,2.4235497835497837,3.7007843740387574,Tyngsborough
tyringham,7,185000.0,700571.4285714285,497.64274489261396,6150.0,150000.0,459.0,8.683575418994414,2.2,6.0,1.2333333333333334,2.032520325203252,Tyringham
upton,13,850000.0,914067.7692307692,345.6411662168241,5452.0,155952.0,8095.0,8.466992805755396,3.2,18.5,5.450394993331281,2.383712399119589,Upton
uxbridge,13,519000.0,574799.9230769231,257.67284991568295,3329.0,127083.0,14318.0,8.467858095492133,3.1,28.5,4.083945138216756,3.1812105737458696,Uxbridge
village of nagog woods,1,485000.0,485000.0,228.8815478999528,3733.0,,,10.159917525773198,,36.0,,,Village Of Nagog Woods
wakefield,12,804450.0,876058.25,362.4928994256037,5013.0,130320.0,27284.0,8.225948577391147,3.2,38.16666666666667,6.172882136279926,2.166367444643926,Wakefield
wales,6,349399.5,344449.8333333333,301.1739393939394,3228.0,93971.0,1927.0,8.699405266241868,3.0,8.0,3.718163050302753,2.4259345311854608,Wales
walpole,15,659000.0,924973.3333333334,364.4008409250175,4614.0,159720.0,26294.0,8.24739446257501,3.0,24.5,4.125970448284498,2.8846987429562203,Walpole
waltham,49,939900.0,1211613.775510204,485.7050032488629,5888.0,116560.0,64723.0,8.22497373218956,3.4,50.333333333333336,8.063658201784488,1.649682971014493,Waltham
wareham,55,457500.0,629672.6909090909,359.06889051152683,2889.0,82741.0,23226.0,8.336842105263157,4.0,24.0,5.52930228061058,2.3866678204684435,Wareham
warren,6,369900.0,379083.3333333333,207.35765252733586,2460.0,66587.0,4981.0,8.46787546969776,2.8,6.166666666666666,5.5551383903764995,2.255657181571816,Warren
warwick,3,260000.0,293300.0,207.82077205882354,1995.0,95000.0,861.0,8.62569230769231,2.5,7.0,2.736842105263158,3.9682539682539684,Warwick
washington,3,479000.0,882000.0,213.86946386946386,3101.0,89345.0,533.0,8.545553235908143,2.2,4.5,5.361240136549331,2.400972804471676,Washington
watertown,67,1185000.0,1078211.9253731344,529.0123456790124,7229.0,123422.0,35270.0,8.353200000000001,3.4,71.0,9.601205619743643,1.4227647899663391,Watertown Town
wayland,13,1099000.0,1395607.6153846155,446.7105263157895,6704.0,221250.0,13826.0,8.224376470588236,3.1,17.5,4.967231638418079,2.7502237470167064,Wayland
webster,12,472400.0,546450.0,250.97364824282207,3030.5,68934.0,17674.0,8.467952214145424,3.1,42.25,6.852931789827951,1.8955617884837486,Webster
wellesley,56,2597450.0,3074487.5,690.4411764705883,16202.0,250001.0,29906.0,8.233836716045964,3.0,33.0,10.389758440966236,1.2858546270007818,Wellesley
wellfleet,20,899000.0,1447470.0,737.695508681303,5325.0,114074.0,4371.0,7.81695724303472,3.8,26.0,7.8808492732787485,1.7851956181533646,Wellfleet
wendell,1,539000.0,539000.0,443.62139917695475,3520.0,69213.0,816.0,8.620408163265306,2.2,10.0,7.787554361174924,1.638565340909091,Wendell
wenham,6,1720000.0,1780000.0,411.2717749414687,10703.5,187652.0,4930.0,8.207263225806452,3.4000000000000004,17.75,9.165902841429881,1.4609862817458463,Wenham
west boylston,5,449900.0,541140.0,334.24962852897477,2886.0,99674.0,7732.0,8.468029504741834,2.8,41.0,4.513714709954452,2.878089628089628,West Boylston
west bridgewater,9,619900.0,652833.3333333334,346.8937243771681,3849.0,124483.0,7682.0,8.336494156928214,3.0,25.5,4.979796438067849,2.6951372650904997,West Bridgewater
west brookfield,8,577450.0,564324.875,275.6627400795827,3704.5,78988.0,3830.0,8.469669108741183,2.6,7.75,7.3106041424013775,1.7768479776847976,West Brookfield
west newbury,6,1424950.0,1386966.6666666667,370.0841733254488,8815.5,189048.0,4536.0,8.183293755859742,3.4,12.5,7.53750370276332,1.7870795757472633,West Newbury
west springfield,27,384900.0,390844.44444444444,211.90644932671864,2536.0,70401.0,28635.0,8.699225806451613,2.8,28.5,5.467251885626625,2.3133872239747633,West Springfield Town
west stockbridge,18,1114500.0,1155794.4444444445,374.9163203661751,7191.0,99961.0,1201.0,8.53265720081136,2.4,11.75,11.149348245815869,1.1584040235479536,West Stockbridge
west tisbury,1,1495000.0,1495000.0,1122.3723723723724,8665.0,194526.0,2865.0,7.650702341137125,4.0,20.0,7.6853479740497415,1.870802077322562,West Tisbury
westborough,34,819950.0,948479.3823529412,345.7562854785116,5452.0,134474.0,21591.0,8.46726659217877,2.8,12.75,6.097461219269152,2.0554230863291756,Westborough
westfield,46,339950.0,407749.8695652174,215.0605655170766,2421.5,82847.0,40673.0,8.699748794529098,2.8,16.25,4.103347133873284,2.8510909216050657,Westfield
westford,19,899000.0,873826.2631578947,362.5,6176.0,181523.0,24584.0,8.225066666666667,3.2,17.5,4.952540449419633,2.4493064550949915,Westford
westminster,18,632450.0,685827.7222222222,292.6666666666667,4169.0,101161.0,8289.0,8.467267640140918,2.6,8.0,6.251915263787428,2.022087630926681,Westminster
weston,7,1699000.0,1762000.0,578.2845473110959,10742.0,250001.0,11443.0,8.212512,3.2,10.0,6.795972816108735,1.939435548935642,Weston
westport,14,1012500.0,1430057.142857143,472.86307641171857,6251.5,100703.0,16382.0,8.23002318367347,3.8,12.0,10.054318143451535,1.3423844943880134,Westport
westwood,15,1845000.0,3078460.0,555.6180613593282,11509.0,205000.0,16213.0,8.233624060150376,3.0,17.75,9.0,1.484345584614939,Westwood
weymouth,56,639450.0,682148.1607142857,384.1366591404547,4104.5,100077.0,57786.0,8.24833654486714,3.0,38.0,6.3895800233819955,2.0318552807893777,Weymouth Town
whately,3,135000.0,339966.6666666667,222.79233054280314,3651.5,102734.0,1521.0,25.400348580968284,2.6,14.5,1.31407323768178,2.3445615956912684,Whately
whitman,8,594444.0,601698.375,297.32790778097984,3754.5,107794.0,15215.0,8.336400924617955,3.2,34.25,5.514629756758261,2.3925511608292274,Whitman
wilbraham,45,499500.0,588479.9333333333,249.9996212121212,3295.0,124004.0,14551.0,8.699428571428573,3.0,13.0,4.02809586787523,3.136165907941325,Wilbraham
williamsburg,1,749900.0,749900.0,,4891.0,108500.0,2716.0,8.60930790772103,3.2,3.5,6.911520737327189,1.8486335446057383,Williamsburg
williamstown,38,619950.0,716015.7368421053,314.65256797583083,4499.0,97813.0,7463.0,8.544676056338028,2.4,17.0,6.338114565548547,1.811754463954953,Williamstown
wilmington,11,849900.0,884097.6363636364,395.6703910614525,5296.0,161473.0,23195.0,8.225189681335356,3.2,22.0,5.263418652034706,2.5408012336354484,Wilmington
winchendon,13,465000.0,487061.53846153844,206.51483050847457,2983.0,85160.0,10392.0,8.468660869565218,2.3,21.5,5.460310004697041,2.379036763884233,Winchendon
winchester,15,1349900.0,1818393.3333333333,576.5027322404371,8362.0,218176.0,22862.0,8.212512,3.2,38.58333333333333,6.187206658844236,2.174280475165431,Winchester
windsor,2,337000.0,337000.0,261.3357843137255,2205.5,104766.0,1019.0,8.722391061452516,2.0,1.5,3.2166924383864997,3.9585128088868737,Windsor
winthrop,18,782000.0,802838.2222222222,390.5973932825708,4704.5,106357.0,18807.0,7.852017167381975,3.9,50.75,7.352595503822033,1.8839586211783046,Winthrop Town
woburn,19,799000.0,880968.3157894737,465.23297491039426,4978.0,107754.0,41205.0,8.225225225225225,3.2,31.0,7.415037956827589,1.803836882282041,Woburn
worcester,97,509900.0,541769.8969072165,266.2130177514793,3271.0,67544.0,205501.0,8.467899497487439,2.8,38.333333333333336,7.5491531446168425,1.7207785590543159,Worcester
wrentham,10,1042500.0,1120870.0,406.068258153624,6620.5,147930.0,12305.0,8.247257142857144,2.9,12.75,7.047252078685865,1.8620194849331622,Wrentham
yarmouth,58,727000.0,1185889.6379310344,473.09027777777777,4347.5,81985.0,25091.0,7.8183308818439325,3.4,23.5,8.867475757760566,1.5714970289438375,Yarmouth
